"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (sc)","FT% (sc)","FC% (sc)","FS% (sc)","FO% (sc)","SI% (sc)","SL% (sc)","CU% (sc)","KC% (sc)","EP% (sc)","CH% (sc)","SC% (sc)","KN% (sc)","UN% (sc)","vFA (sc)","vFT (sc)","vFC (sc)","vFS (sc)","vFO (sc)","vSI (sc)","vSL (sc)","vCU (sc)","vKC (sc)","vEP (sc)","vCH (sc)","vSC (sc)","vKN (sc)","FA-X (sc)","FT-X (sc)","FC-X (sc)","FS-X (sc)","FO-X (sc)","SI-X (sc)","SL-X (sc)","CU-X (sc)","KC-X (sc)","EP-X (sc)","CH-X (sc)","SC-X (sc)","KN-X (sc)","FA-Z (sc)","FT-Z (sc)","FC-Z (sc)","FS-Z (sc)","FO-Z (sc)","SI-Z (sc)","SL-Z (sc)","CU-Z (sc)","KC-Z (sc)","EP-Z (sc)","CH-Z (sc)","SC-Z (sc)","KN-Z (sc)","wFA (sc)","wFT (sc)","wFC (sc)","wFS (sc)","wFO (sc)","wSI (sc)","wSL (sc)","wCU (sc)","wKC (sc)","wEP (sc)","wCH (sc)","wSC (sc)","wKN (sc)","wFA/C (sc)","wFT/C (sc)","wFC/C (sc)","wFS/C (sc)","wFO/C (sc)","wSI/C (sc)","wSL/C (sc)","wCU/C (sc)","wKC/C (sc)","wEP/C (sc)","wCH/C (sc)","wSC/C (sc)","wKN/C (sc)","O-Swing% (sc)","Z-Swing% (sc)","Swing% (sc)","O-Contact% (sc)","Z-Contact% (sc)","Contact% (sc)","Zone% (sc)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events","CStr%","CSW%","xERA","playerid"
"Gene Nelson","CHW","10","10","2","46","18","145.2","6.24","4.14","1.42",".272","77.5%","","","","4.26","","4.87","","0.0","24","10","10","4.26","46","18","1","0","2","","145.2","643","144","74","69","23","67","4","7","11","1","101","","","","","","","","","","","","6.24","4.14","1.51","8.90","1.42",".253","1.45",".272","77.5%","4.87","","","","","","","","","3.4","98.0","-2.8","47.2","0.5","0.0","","","","-0.60","-12.38","11.78","-2.61","-0.24","1.05","1.03","1.15","1.46","34","-1.09","0.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","4","99","118","","15.7%","10.4%","","","-0.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","0.2","1.4","1.6","24 - 24","5.3%","","","","","","","3.90","29.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119","124","96","99","146","99","106","98","109","115","121","","","","","","","","","","","","","","","","","","0","","","","1009501"
"Lary Sorensen","CHC","3","7","0","45","3","82.1","3.72","2.62","0.87",".274","68.1%","","","","4.26","","4.14","","0.1","29","3","7","4.26","45","3","0","0","0","","82.1","355","86","44","39","8","24","10","4","0","2","34","","","","","","","","","","","","3.72","2.62","1.42","9.40","0.87",".263","1.34",".274","68.1%","4.14","","","","","","","","","-3.5","13.0","3.7","69.1","0.2","0.1","","","","-0.68","-4.57","3.89","-0.83","0.02","0.65","0.71","0.66","0.92","27","-0.21","-0.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","6","111","106","","9.6%","6.8%","","","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.2","0.1","-0.4","-0.3","29 - 29","2.8%","","","","","","","4.20","18.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","80","70","110","119","107","102","99","94","66","78","","","","","","","","","","","","","","","","","","0","","","","1012279"
"Pat Zachry","PHI","0","0","0","10","0","12.2","5.68","7.82","0.71",".317","76.3%","","","","4.26","","5.05","","-0.1","33","0","0","4.26","10","0","0","0","0","","12.2","61","14","7","6","1","11","1","0","1","0","8","","","","","","","","","","","","5.68","7.82","0.73","9.95","0.71",".280","1.97",".317","76.3%","5.05","","","","","","","","","","","-1.3","12.2","-1.3","-0.1","","","","-0.38","-0.64","0.26","-2.44","-0.25","0.37","0.36","0.39","0.51","9","-0.46","-0.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","2","116","140","","13.1%","18.0%","","","-0.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.1","-0.1","0.2","0.1","33 - 33","-4.9%","","","","","","","5.13","32.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103","238","43","116","97","113","150","115","106","91","209","","","","","","","","","","","","","","","","","","0","","","","1014407"
"Tim Conroy","OAK","0","1","0","16","2","25.1","2.84","5.33","1.07",".229","68.0%","","","","4.26","","5.49","","-0.3","25","0","1","4.26","16","2","0","0","0","","25.1","110","22","15","12","3","15","1","1","4","0","8","","","","","","","","","","","","2.84","5.33","0.53","7.82","1.07",".234","1.46",".229","68.0%","5.49","","","","","","","","","0.0","8.1","-2.6","17.0","-2.5","-0.3","","","","-0.71","-1.73","1.01","-5.41","-0.57","0.65","0.71","0.83","1.99","9","-0.29","-0.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3","109","136","","7.3%","13.6%","","","-1.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.2","0.3","-0.2","0.1","25 - 25","-6.4%","","","","","","","5.30","23.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","160","34","87","110","91","107","82","96","53","158","","","","","","","","","","","","","","","","","","0","","","","1002543"
"Frank Tanana","- - -","12","14","0","33","33","215.0","6.66","2.39","1.17",".291","69.8%","","","","4.27","","3.74","","3.6","31","12","14","4.27","33","33","4","0","0","","215.0","907","220","112","102","28","57","8","3","5","1","159","","","","","","","","","","","","6.66","2.39","2.79","9.21","1.17",".260","1.29",".291","69.8%","3.74","","","","","","","","","33.4","214.3","","","33.4","3.6","","","","0.00","-15.22","15.22","3.06","0.31","0.93","0.88","0.87","1.41","29","0.49","-0.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","104","91","","17.5%","6.3%","","","0.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","-0.5","-0.8","-1.3","31 - 31","11.2%","","","","","","","3.19","26.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127","72","177","102","121","101","94","104","98","129","73","","","","","","","","","","","","","","","","","","0","","","","1012818"
"Keith Atherton","OAK","4","7","3","56","0","104.2","6.62","3.61","1.46",".241","74.6%","","","","4.30","","4.53","","-0.4","26","4","7","4.30","56","0","0","0","3","","104.2","435","89","51","50","17","42","9","0","2","0","77","","","","","","","","","","","","6.62","3.61","1.83","7.65","1.46",".226","1.25",".241","74.6%","4.53","","","","","","","","","","","-4.0","104.2","-4.0","-0.4","","","","0.29","-7.57","7.85","12.79","1.34","1.00","1.03","1.23","1.37","35","0.58","-0.30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","13","110","112","","17.7%","9.7%","","","-0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.8","-0.3","0.5","26 - 26","8.0%","","","","","","","3.57","31.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","126","108","116","85","151","88","91","86","105","130","112","","","","","","","","","","","","","","","","","","0","","","","1000348"
"Bob McClure","MIL","4","1","3","38","1","85.2","5.99","3.15","1.05",".300","73.6%","","","","4.31","","4.03","","0.2","33","4","1","4.31","38","1","0","0","3","","85.2","370","91","43","41","10","30","2","3","5","0","57","","","","","","","","","","","","5.99","3.15","1.90","9.56","1.05",".270","1.41",".300","73.6%","4.03","","","","","","","","","0.2","5.0","1.9","80.2","2.1","0.2","","","","0.96","-4.71","5.67","-0.54","-0.07","0.79","0.95","1.16","0.99","26","-0.13","1.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","6","105","101","","15.4%","8.1%","","","0.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","-0.5","0.6","0.0","33 - 33","7.3%","","","","","","","3.66","26.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114","95","120","106","108","105","103","108","104","113","94","","","","","","","","","","","","","","","","","","0","","","","1008400"
"Dave Rucker","PHI","3","2","1","39","3","79.1","4.65","4.54","0.68",".295","71.2%","","","","4.31","","4.22","","-0.2","27","3","2","4.31","39","3","0","0","1","","79.1","350","83","42","38","6","40","6","2","2","0","41","","","","","","","","","","","","4.65","4.54","1.03","9.42","0.68",".269","1.55",".295","71.2%","4.22","","","","","","","","","2.9","18.0","-5.3","61.1","-2.3","-0.2","","","","-0.58","-4.57","3.99","-6.99","-0.70","0.71","0.76","1.05","0.85","28","-0.48","-0.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","8","117","117","","11.7%","11.4%","","","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.3","-0.4","0.3","0.0","27 - 27","0.3%","","","","","","","4.50","24.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","138","61","110","93","109","118","107","99","81","132","","","","","","","","","","","","","","","","","","0","","","","1011279"
"Larry Andersen","PHI","3","3","3","57","0","73.0","6.16","3.21","0.62",".312","66.0%","","","","4.32","","3.40","","0.4","32","3","3","4.32","57","0","0","0","3","","73.0","318","78","41","35","5","26","4","3","1","1","50","","","","","","","","","","","","6.16","3.21","1.92","9.62","0.62",".270","1.42",".312","66.0%","3.40","","","","","","","","","","","3.7","73.0","3.7","0.4","","","","-1.60","-6.61","5.01","-10.38","-1.05","0.94","1.11","1.23","0.86","38","-0.35","-1.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","15","117","93","","15.7%","8.2%","","","0.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.7","-0.6","-0.5","-1.1","32 - 32","7.5%","","","","","","","3.63","25.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112","98","115","113","84","109","108","113","91","109","95","","","","","","","","","","","","","","","","","","0","","","","1000236"
"Vern Ruhle","CLE","2","10","3","42","16","125.0","3.89","2.16","1.15",".286","71.3%","","","","4.32","","4.25","","1.0","34","2","10","4.32","42","16","1","0","3","","125.0","532","139","65","60","16","30","6","2","2","0","54","","","","","","","","","","","","3.89","2.16","1.80","10.01","1.15",".278","1.35",".286","71.3%","4.25","","","","","","","","","6.3","81.0","3.2","44.0","9.5","1.0","","","","-0.87","-9.83","8.96","-2.25","-0.29","0.98","0.97","1.00","1.34","34","0.23","-1.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","102","103","","10.2%","5.6%","","","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","-0.2","0.4","0.1","34 - 34","4.5%","","","","","","","4.00","18.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","65","114","111","119","108","99","103","101","75","65","","","","","","","","","","","","","","","","","","0","","","","1011297"
"Bud Black","KCR","10","15","0","33","33","205.2","5.34","2.58","0.74",".293","66.4%","","","","4.33","","3.55","","3.6","28","10","15","4.33","33","33","5","2","0","","205.2","885","216","111","99","17","59","4","8","9","1","122","","","","","","","","","","","","5.34","2.58","2.07","9.45","0.74",".264","1.34",".293","66.4%","3.55","","","","","","","","","34.9","205.2","","","34.9","3.6","","","","-0.63","-18.09","17.46","-3.25","-0.38","1.13","1.01","0.87","1.56","28","-0.07","-0.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","104","88","","13.8%","6.7%","","","0.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8","-0.7","-1.2","-1.8","28 - 28","7.1%","","","","","","","3.68","22.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","78","131","105","77","103","98","105","94","101","77","","","","","","","","","","","","","","","","","","0","","","","1001007"
"Jaime Cocanower","MIL","6","8","0","24","15","116.1","3.40","5.65","0.46",".288","67.3%","","","","4.33","","4.69","","0.2","28","6","8","4.33","24","15","3","1","0","","116.1","534","122","72","56","6","73","2","8","13","0","44","","","","","","","","","","","","3.40","5.65","0.60","9.44","0.46",".269","1.68",".288","67.3%","4.69","","","","","","","","","3.7","87.0","-1.4","29.1","2.3","0.2","","","","-0.45","-9.00","8.55","-5.55","-0.65","0.92","0.79","0.80","0.82","19","-1.12","0.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","3","106","117","","8.2%","13.7%","","","-0.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.3","-0.3","-0.2","-0.5","28 - 28","-5.4%","","","","","","","5.19","23.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","170","38","105","48","105","122","103","95","60","158","","","","","","","","","","","","","","","","","","0","","","","1002380"
"Bill Scherrer","DET","3","2","0","48","0","66.0","6.27","5.59","1.36",".259","76.7%","","","","4.36","","5.17","","-0.7","27","3","2","4.36","48","0","0","0","0","","66.0","299","62","35","32","10","41","13","1","5","0","46","","","","","","","","","","","","6.27","5.59","1.12","8.45","1.36",".241","1.56",".259","76.7%","5.17","","","","","","","","","","","-7.1","66.0","-7.1","-0.7","","","","-0.11","-5.07","4.96","-1.14","-0.07","1.02","1.07","1.35","1.37","34","0.03","-0.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","10","108","125","","15.4%","13.7%","","","-0.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.1","0.3","0.3","0.6","27 - 27","1.7%","","","","","","","4.34","32.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119","168","71","94","140","94","114","93","108","113","159","","","","","","","","","","","","","","","","","","0","","","","1011552"
"Ray Fontenot","CHC","6","10","0","38","23","154.2","4.07","2.62","1.34",".294","71.7%","","","","4.36","","4.59","","0.5","27","6","10","4.36","38","23","0","0","0","","154.2","661","177","86","75","23","45","4","0","3","2","70","","","","","","","","","","","","4.07","2.62","1.56","10.30","1.34",".287","1.44",".294","71.7%","4.59","","","","","","","","","7.0","134.0","-1.9","20.2","5.1","0.5","","","","-2.62","-14.37","11.75","-13.57","-1.50","1.02","0.95","0.98","1.20","33","-1.63","-0.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","5","114","118","","10.6%","6.8%","","","-0.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","-0.8","0.7","-0.1","27 - 27","3.8%","","","","","","","4.08","20.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","80","93","120","182","116","109","107","99","73","79","","","","","","","","","","","","","","","","","","0","","","","1004207"
